10000055	Abingdon and Witney College 	Q01 	92%
10007151	University of Lincoln 	Q07 	65%
10007151	University of Lincoln 	Q08 	77%
10007151	University of Lincoln 	Q09 	69%
10007151	University of Lincoln 	Q10 	79%
10007151	University of Lincoln 	Q11 	85%
10007151	University of Lincoln 	Q12 	78%
10007151	University of Lincoln 	Q13 	82%
10007151	University of Lincoln 	Q14 	77%
10007151	University of Lincoln 	Q15 	75%
10007151	University of Lincoln 	Q16 	81%
10007151	University of Lincoln 	Q17 	87%
10007151	University of Lincoln 	Q18 	80%
10007151	University of Lincoln 	Q19 	81%
10007151	University of Lincoln 	Q20 	85%
10007151	University of Lincoln 	Q21 	81%
10007151	University of Lincoln 	Q22 	84%
10007151	University of Lincoln 	Q24 	69%
10007151	University of Lincoln 	NHS1 	75%
10007151	University of Lincoln 	NHS2 	86%
10007151	University of Lincoln 	NHS3 	96%
10007151	University of Lincoln 	NHS4 	93%
10007151	University of Lincoln 	NHS5 	96%
10007151	University of Lincoln 	NHS6 	96%
10007152	University of Bedfordshire 	Q01 	85%
10007152	University of Bedfordshire 	Q02 	78%
10007152	University of Bedfordshire 	Q03 	83%
10007152	University of Bedfordshire 	Q04 	79%
10007152	University of Bedfordshire 	Q05 	77%
10007152	University of Bedfordshire 	Q06 	73%
10007152	University of Bedfordshire 	Q07 	61%
10007152	University of Bedfordshire 	Q08 	72%
10007152	University of Bedfordshire 	Q09 	68%
10007152	University of Bedfordshire 	Q10 	75%
10007152	University of Bedfordshire 	Q11 	78%
10007152	University of Bedfordshire 	Q12 	72%
10007152	University of Bedfordshire 	Q13 	72%
10007152	University of Bedfordshire 	Q14 	68%
10007152	University of Bedfordshire 	Q15 	64%
10007152	University of Bedfordshire 	Q16 	83%
10007152	University of Bedfordshire 	Q17 	83%
10007152	University of Bedfordshire 	Q18 	74%
10007152	University of Bedfordshire 	Q19 	80%
10007152	University of Bedfordshire 	Q20 	85%
10007152	University of Bedfordshire 	Q21 	80%
10007152	University of Bedfordshire 	Q22 	80%
10007152	University of Bedfordshire 	Q24 	64%
10007152	University of Bedfordshire 	NHS1 	67%
10007152	University of Bedfordshire 	NHS2 	89%
10007152	University of Bedfordshire 	NHS3 	86%
10007152	University of Bedfordshire 	NHS4 	91%
10007152	University of Bedfordshire 	NHS5 	89%
10007152	University of Bedfordshire 	NHS6 	81%
10007154	University of Nottingham 	Q01 	91%
10007154	University of Nottingham 	Q02 	84%
10007154	University of Nottingham 	Q03 	89%
10007154	University of Nottingham 	Q04 	88%
10007154	University of Nottingham 	Q05 	71%
10007154	University of Nottingham 	Q06 	75%
10007154	University of Nottingham 	Q07 	72%
10007154	University of Nottingham 	Q08 	64%
10007154	University of Nottingham 	Q09 	58%
10007154	University of Nottingham 	Q10 	77%
10007154	University of Nottingham 	Q11 	89%
10007154	University of Nottingham 	Q12 	75%
10007154	University of Nottingham 	Q13 	82%
10007154	University of Nottingham 	Q14 	80%
10007154	University of Nottingham 	Q15 	83%
10007154	University of Nottingham 	Q16 	88%
10007154	University of Nottingham 	Q17 	90%
10007154	University of Nottingham 	Q18 	84%
10007154	University of Nottingham 	Q19 	79%
10007154	University of Nottingham 	Q20 	82%
10007154	University of Nottingham 	Q21 	80%
10007154	University of Nottingham 	Q22 	88%
10007154	University of Nottingham 	Q24 	75%
10007154	University of Nottingham 	NHS1 	67%
10007154	University of Nottingham 	NHS2 	87%
10007154	University of Nottingham 	NHS3 	78%
10007154	University of Nottingham 	NHS4 	88%
10007154	University of Nottingham 	NHS5 	86%
10007154	University of Nottingham 	NHS6 	82%
10007155	University of Portsmouth 	Q01 	92%
10007155	University of Portsmouth 	Q02 	85%
10007155	University of Portsmouth 	Q03 	89%
10007155	University of Portsmouth 	Q04 	85%
10007155	University of Portsmouth 	Q05 	78%
10007155	University of Portsmouth 	Q06 	78%
10007155	University of Portsmouth 	Q07 	67%
10007155	University of Portsmouth 	Q08 	71%
10007155	University of Portsmouth 	Q09 	64%
10007155	University of Portsmouth 	Q10 	82%
10007155	University of Portsmouth 	Q11 	88%
10007155	University of Portsmouth 	Q12 	79%
10007155	University of Portsmouth 	Q13 	79%
10007155	University of Portsmouth 	Q14 	78%
10007155	University of Portsmouth 	Q15 	78%
10007155	University of Portsmouth 	Q16 	88%
10007155	University of Portsmouth 	Q17 	86%
10007155	University of Portsmouth 	Q18 	79%
10007155	University of Portsmouth 	Q19 	82%
10007155	University of Portsmouth 	Q20 	85%
10007155	University of Portsmouth 	Q21 	81%
10007155	University of Portsmouth 	Q22 	88%
10007155	University of Portsmouth 	Q24 	77%
10007155	University of Portsmouth 	NHS1 	92%
10007155	University of Portsmouth 	NHS2 	98%
10007155	University of Portsmouth 	NHS3 	86%
10007155	University of Portsmouth 	NHS4 	95%
10007155	University of Portsmouth 	NHS5 	98%
10007155	University of Portsmouth 	NHS6 	97%
10007156	University of Salford 	Q01 	87%
10007156	University of Salford 	Q02 	80%
10007156	University of Salford 	Q03 	85%
10007156	University of Salford 	Q04 	80%
10007156	University of Salford 	Q05 	75%
10007156	University of Salford 	Q06 	70%
10007156	University of Salford 	Q07 	66%
10007156	University of Salford 	Q08 	67%
10007156	University of Salford 	Q09 	63%
10007156	University of Salford 	Q10 	75%
10007156	University of Salford 	Q11 	80%
10007156	University of Salford 	Q12 	72%
10007156	University of Salford 	Q13 	74%
10007156	University of Salford 	Q14 	68%
10007156	University of Salford 	Q15 	65%
10007156	University of Salford 	Q16 	81%
10007156	University of Salford 	Q17 	85%
10007156	University of Salford 	Q18 	76%
10007156	University of Salford 	Q19 	79%
10007156	University of Salford 	Q20 	82%
10007156	University of Salford 	Q21 	79%
10007156	University of Salford 	Q22 	79%
10007156	University of Salford 	Q24 	61%
10007156	University of Salford 	NHS1 	84%
10007156	University of Salford 	NHS2 	91%
10007156	University of Salford 	NHS3 	88%
10007156	University of Salford 	NHS4 	92%
10007156	University of Salford 	NHS5 	92%
10007156	University of Salford 	NHS6 	89%
10007157	University of Sheffield 	Q01 	94%
10007157	University of Sheffield 	Q02 	85%
10007157	University of Sheffield 	Q03 	89%
10007157	University of Sheffield 	Q04 	91%
10007157	University of Sheffield 	Q05 	72%
10007157	University of Sheffield 	Q06 	79%
10007157	University of Sheffield 	Q07 	70%
10007157	University of Sheffield 	Q08 	63%
10007157	University of Sheffield 	Q09 	61%
10007157	University of Sheffield 	Q10 	81%
10007157	University of Sheffield 	Q11 	91%
10007157	University of Sheffield 	Q12 	79%
10007157	University of Sheffield 	Q13 	85%
10007157	University of Sheffield 	Q14 	85%
10007157	University of Sheffield 	Q15 	85%
10007157	University of Sheffield 	Q16 	94%
10007157	University of Sheffield 	Q17 	92%
10007157	University of Sheffield 	Q18 	88%
10007157	University of Sheffield 	Q19 	81%
10007157	University of Sheffield 	Q20 	86%
10007157	University of Sheffield 	Q21 	83%
10007157	University of Sheffield 	Q22 	90%
10007157	University of Sheffield 	Q24 	93%
10007157	University of Sheffield 	NHS1 	90%
10007157	University of Sheffield 	NHS2 	96%
10007157	University of Sheffield 	NHS3 	99%
10007157	University of Sheffield 	NHS4 	92%
10007157	University of Sheffield 	NHS5 	89%
10007157	University of Sheffield 	NHS6 	92%
10007158	University of Southampton 	Q01 	90%
10007158	University of Southampton 	Q02 	84%
10007158	University of Southampton 	Q03 	88%
10007158	University of Southampton 	Q04 	89%
10007158	University of Southampton 	Q05 	71%
10007158	University of Southampton 	Q06 	75%
10007158	University of Southampton 	Q07 	66%
10007158	University of Southampton 	Q08 	63%
10007158	University of Southampton 	Q09 	58%
10007158	University of Southampton 	Q10 	75%
10007158	University of Southampton 	Q11 	87%
10007158	University of Southampton 	Q12 	73%
10007158	University of Southampton 	Q13 	86%
10007158	University of Southampton 	Q14 	82%
10007158	University of Southampton 	Q15 	81%
10007158	University of Southampton 	Q16 	89%
10007158	University of Southampton 	Q17 	90%
10007158	University of Southampton 	Q18 	87%
10007158	University of Southampton 	Q19 	79%
10007158	University of Southampton 	Q20 	83%
10007158	University of Southampton 	Q21 	82%
10007158	University of Southampton 	Q22 	87%
10007158	University of Southampton 	Q24 	74%
10007158	University of Southampton 	NHS1 	65%
10007158	University of Southampton 	NHS2 	90%
10007158	University of Southampton 	NHS3 	82%
10007158	University of Southampton 	NHS4 	91%
10007158	University of Southampton 	NHS5 	88%
10007158	University of Southampton 	NHS6 	81%
10007159	University of Sunderland 	Q01 	91%
10007159	University of Sunderland 	Q02 	85%
10007159	University of Sunderland 	Q03 	87%
10007159	University of Sunderland 	Q04 	84%
10007159	University of Sunderland 	Q05 	80%
10007159	University of Sunderland 	Q06 	80%
10007159	University of Sunderland 	Q07 	67%
10007159	University of Sunderland 	Q08 	73%
10007159	University of Sunderland 	Q09 	69%
10007159	University of Sunderland 	Q10 	80%
10007159	University of Sunderland 	Q11 	85%
10007159	University of Sunderland 	Q12 	78%
10007159	University of Sunderland 	Q13 	82%
10007159	University of Sunderland 	Q14 	78%
10007159	University of Sunderland 	Q15 	76%
10007159	University of Sunderland 	Q16 	80%
10007159	University of Sunderland 	Q17 	83%
10007159	University of Sunderland 	Q18 	80%
10007159	University of Sunderland 	Q19 	84%
10007159	University of Sunderland 	Q20 	86%
10007159	University of Sunderland 	Q21 	83%
10007159	University of Sunderland 	Q22 	84%
10007159	University of Sunderland 	Q24 	61%
10007160	University of Surrey 	Q01 	94%
10007160	University of Surrey 	Q02 	88%
10007160	University of Surrey 	Q03 	92%
10007160	University of Surrey 	Q04 	90%
10007160	University of Surrey 	Q05 	78%
10007160	University of Surrey 	Q06 	78%
10007160	University of Surrey 	Q07 	75%
10007160	University of Surrey 	Q08 	74%
10007160	University of Surrey 	Q09 	70%
10007160	University of Surrey 	Q10 	84%
10007160	University of Surrey 	Q11 	90%
10007160	University of Surrey 	Q12 	82%
10007160	University of Surrey 	Q13 	84%
10007160	University of Surrey 	Q14 	83%
10007160	University of Surrey 	Q15 	83%
10007160	University of Surrey 	Q16 	93%
10007160	University of Surrey 	Q17 	91%
10007160	University of Surrey 	Q18 	87%
10007160	University of Surrey 	Q19 	85%
10007160	University of Surrey 	Q20 	88%
10007160	University of Surrey 	Q21 	86%
10007160	University of Surrey 	Q22 	92%
10007160	University of Surrey 	Q24 	81%
10007160	University of Surrey 	NHS1 	75%
10007160	University of Surrey 	NHS2 	88%
10007160	University of Surrey 	NHS3 	83%
10007160	University of Surrey 	NHS4 	88%
10007160	University of Surrey 	NHS5 	87%
10007160	University of Surrey 	NHS6 	82%
10007161	Teesside University 	Q01 	90%
10007161	Teesside University 	Q02 	83%
10007161	Teesside University 	Q03 	87%
10007161	Teesside University 	Q04 	84%
10007161	Teesside University 	Q05 	82%
10007161	Teesside University 	Q06 	83%
10007161	Teesside University 	Q07 	70%
10007161	Teesside University 	Q08 	78%
10007161	Teesside University 	Q09 	74%
10007161	Teesside University 	Q10 	82%
10007161	Teesside University 	Q11 	84%
10007161	Teesside University 	Q12 	80%
10007161	Teesside University 	Q13 	80%
10007161	Teesside University 	Q14 	75%
10007161	Teesside University 	Q15 	75%
10007161	Teesside University 	Q16 	89%
10007161	Teesside University 	Q17 	92%
10007161	Teesside University 	Q18 	87%
10007161	Teesside University 	Q19 	83%
10007161	Teesside University 	Q20 	87%
10007161	Teesside University 	Q21 	84%
10007161	Teesside University 	Q22 	85%
10007161	Teesside University 	Q24 	83%
10007161	Teesside University 	NHS1 	85%
10007161	Teesside University 	NHS2 	94%
10007161	Teesside University 	NHS3 	92%
10007161	Teesside University 	NHS4 	94%
10007161	Teesside University 	NHS5 	89%
10007161	Teesside University 	NHS6 	89%
10007162	University of the Arts London 	Q01 	81%
10007162	University of the Arts London 	Q02 	79%
10007162	University of the Arts London 	Q03 	82%
10007162	University of the Arts London 	Q04 	74%
10007162	University of the Arts London 	Q05 	72%
10007162	University of the Arts London 	Q06 	74%
10007162	University of the Arts London 	Q07 	71%
10007162	University of the Arts London 	Q08 	75%
10007162	University of the Arts London 	Q09 	69%
10007162	University of the Arts London 	Q10 	70%
10007162	University of the Arts London 	Q11 	76%
10007162	University of the Arts London 	Q12 	71%
10007162	University of the Arts London 	Q13 	70%
10007162	University of the Arts London 	Q14 	65%
10007162	University of the Arts London 	Q15 	57%
10007162	University of the Arts London 	Q16 	88%
10007162	University of the Arts London 	Q17 	86%
10007162	University of the Arts London 	Q18 	72%
10007162	University of the Arts London 	Q19 	74%
10007162	University of the Arts London 	Q20 	80%
10007162	University of the Arts London 	Q21 	75%
10007162	University of the Arts London 	Q22 	74%
10007162	University of the Arts London 	Q24 	58%
10007163	University of Warwick 	Q01 	90%
10007163	University of Warwick 	Q02 	81%
10007163	University of Warwick 	Q03 	87%
10007163	University of Warwick 	Q04 	91%
10007163	University of Warwick 	Q05 	67%
10007163	University of Warwick 	Q06 	75%
10007163	University of Warwick 	Q07 	66%
10007163	University of Warwick 	Q08 	61%
10007163	University of Warwick 	Q09 	57%
10007163	University of Warwick 	Q10 	75%
10007163	University of Warwick 	Q11 	89%
10007163	University of Warwick 	Q12 	73%
10007163	University of Warwick 	Q13 	85%
10007163	University of Warwick 	Q14 	81%
10007163	University of Warwick 	Q15 	83%
10007163	University of Warwick 	Q16 	88%
10007163	University of Warwick 	Q17 	91%
10007163	University of Warwick 	Q18 	84%
10007163	University of Warwick 	Q19 	79%
10007163	University of Warwick 	Q20 	83%
10007163	University of Warwick 	Q21 	81%
10007163	University of Warwick 	Q22 	87%
10007163	University of Warwick 	Q24 	76%
10007164	University of the West of England, Bristol 	Q01 	91%
10007164	University of the West of England, Bristol 	Q02 	85%
10007164	University of the West of England, Bristol 	Q03 	89%
10007164	University of the West of England, Bristol 	Q04 	87%
